date,sales,promotion
2023-06-06,1135.1787615034991,0
2023-06-07,980.3366480001937,0
2023-06-08,1001.4468343397991,0
2023-06-09,1271.2771909219077,0
2023-06-10,1521.5319874158822,0
2023-06-11,1341.330513468004,0
2023-06-12,1136.697949924786,0
2023-06-13,1347.8211254624584,0
2023-06-14,1130.600139680866,0
2023-06-15,1486.620065585931,0
2023-06-16,1282.9564360879938,0
2023-06-17,1085.659754588853,0
2023-06-18,1464.3012476615534,0
2023-06-19,1159.881158524373,0
2023-06-20,1297.459209006888,0
2023-06-21,1206.143866152389,0
2023-06-22,1085.4501146773769,0
2023-06-23,1023.5071507906086,0
2023-06-24,1326.613375753253,0
2023-06-25,1231.0854925702731,0
2023-06-26,1022.1636069695705,0
2023-06-27,1197.9895003700572,0
2023-06-28,1786.1342746814803,1
2023-06-29,1169.4717655663833,0
2023-06-30,1030.9968006802544,0
2023-07-01,1427.061021025014,0
2023-07-02,1755.652776521879,1
2023-07-03,1018.53678460504,0
2023-07-04,1089.5447036506869,0
2023-07-05,1111.378342419005,0
2023-07-06,990.8534724633237,0
2023-07-07,1305.1291918714974,0
2023-07-08,1338.9301763610113,0
2023-07-09,1419.0744985909228,0
2023-07-10,971.9806306858533,0
2023-07-11,1038.3337934696613,0
2023-07-12,1211.0467760893575,0
2023-07-13,1045.3913160634725,0
2023-07-14,1458.8780281087681,0
2023-07-15,1288.2964241954962,0
2023-07-16,1380.2450297926566,0
2023-07-17,1234.624341074927,0
2023-07-18,880.0680691118425,0
2023-07-19,826.6835597922978,0
2023-07-20,859.8340802982145,0
2023-07-21,1375.8444667340418,0
2023-07-22,1251.3501460160637,0
2023-07-23,1715.429515791463,0
2023-07-24,994.5330519688465,0
2023-07-25,1104.2243749691195,0
2023-07-26,1305.1317134635478,0
2023-07-27,1371.905911752246,0
2023-07-28,1477.298682008506,0
2023-07-29,1496.3148766204572,0
2023-07-30,1465.5629954185356,0
2023-07-31,1147.6344874963947,0
2023-08-01,1172.220892437799,0
2023-08-02,969.4109468901584,0
2023-08-03,925.8931891212487,0
2023-08-04,1144.5645968587419,0
2023-08-05,1265.9057506641318,0
2023-08-06,1219.7282833557,0
2023-08-07,1138.3674809093136,0
2023-08-08,1173.32132697099,0
2023-08-09,1039.3235758274113,0
2023-08-10,1243.6513974529148,0
2023-08-11,946.651758718308,0
2023-08-12,1234.664921093373,0
2023-08-13,1151.9262771995482,0
2023-08-14,725.1336083560302,0
2023-08-15,1444.285849078429,1
2023-08-16,977.973578706578,0
2023-08-17,1218.71363690258,0
2023-08-18,1181.71377194799,0
2023-08-19,1078.7969327569604,0
2023-08-20,1505.8106103284388,0
2023-08-21,1156.0641371722788,0
2023-08-22,1055.3784585898377,0
2023-08-23,929.1900625759087,0
2023-08-24,814.291628231676,0
2023-08-25,997.3691195771638,0
2023-08-26,1361.4546764818765,0
2023-08-27,1475.7240565527782,0
2023-08-28,1169.3697153224143,0
2023-08-29,1262.189916637012,1
2023-08-30,1162.4779240245164,1
2023-08-31,943.2963299264927,0
2023-09-01,751.576911539903,0
2023-09-02,1209.9602848371135,0
2023-09-03,1487.724353264382,1
2023-09-04,830.7607218109665,0
2023-09-05,1025.086199755491,1
2023-09-06,1388.9756612410736,1
2023-09-07,804.3032402266317,0
2023-09-08,803.1816305608874,0
2023-09-09,692.2673022979775,0
2023-09-10,1113.3955694178117,0
2023-09-11,1127.7574182684116,0
2023-09-12,1105.488153163213,0
2023-09-13,782.0991643607372,0
2023-09-14,1257.867344819476,1
2023-09-15,1009.6707301046387,0
2023-09-16,933.9274950680733,0
2023-09-17,1123.2776781747323,0
2023-09-18,937.2394178485567,0
2023-09-19,1507.2308198446567,1
2023-09-20,795.9340897725318,0
2023-09-21,774.7215613826021,0
2023-09-22,767.8937187847037,0
2023-09-23,919.8826359477039,0
2023-09-24,1004.2735745213857,0
2023-09-25,837.6901260955469,0
2023-09-26,913.9740910863095,0
2023-09-27,650.8238864169159,0
2023-09-28,989.5836065759785,0
2023-09-29,819.4086546682081,0
2023-09-30,1001.2882715575098,0
2023-10-01,886.8490922103958,0
2023-10-02,379.7555947831404,0
2023-10-03,870.4845413619126,0
2023-10-04,842.9177123714909,0
2023-10-05,684.7346693410651,0
2023-10-06,831.5563375040443,0
2023-10-07,1043.5057549462188,0
2023-10-08,726.3753050926879,0
2023-10-09,626.0787055082437,0
2023-10-10,819.2947768749807,0
2023-10-11,506.77109423270554,0
2023-10-12,733.7505037434086,0
2023-10-13,581.0766186439027,0
2023-10-14,999.4221138387805,0
2023-10-15,919.053641667556,0
2023-10-16,427.1227138739755,0
2023-10-17,839.148225765192,0
2023-10-18,549.3474604107471,0
2023-10-19,533.1530516043667,0
2023-10-20,779.9886542063311,0
2023-10-21,1067.470646007966,0
2023-10-22,738.1347078884672,0
2023-10-23,645.1558020609355,0
2023-10-24,695.6867700855155,0
2023-10-25,730.8569339277418,0
2023-10-26,648.9521323745943,0
2023-10-27,663.0961988475325,0
2023-10-28,739.747626917361,0
2023-10-29,872.6164566186225,0
2023-10-30,444.7572629075335,0
2023-10-31,163.33488459217477,0
2023-11-01,1263.0584249382368,0
2023-11-02,1908.868629681675,1
2023-11-03,935.4476439139335,0
2023-11-04,1284.7069502506383,0
2023-11-05,1525.402373680395,0
2023-11-06,1487.6012988221596,0
2023-11-07,1178.630251811873,0
2023-11-08,1062.9328278028265,0
2023-11-09,1141.4100887180568,0
2023-11-10,1792.048121871566,1
2023-11-11,1315.645431099834,0
2023-11-12,1289.6480534894158,0
2023-11-13,1084.1964931443172,0
2023-11-14,1010.7854881828268,0
2023-11-15,1169.4588679096555,0
2023-11-16,1392.1315770029794,0
2023-11-17,1294.362268026179,0
2023-11-18,1355.6181067811262,0
2023-11-19,1347.371458442704,0
2023-11-20,904.4388512117725,0
2023-11-21,1620.3176407308374,1
2023-11-22,1123.1014913962827,0
2023-11-23,1105.7922966674428,0
2023-11-24,3210.023814246855,0
2023-11-25,2924.1710842171665,0
2023-11-26,2764.997892061965,0
2023-11-27,2562.330071691931,0
2023-11-28,1297.1772839643215,0
2023-11-29,1140.638023062492,0
2023-11-30,906.7538458962266,0
2023-12-01,1359.3397081814119,0
2023-12-02,1270.3059885169728,0
2023-12-03,1650.7075396377134,0
2023-12-04,1281.0189904315378,0
2023-12-05,1051.3266024415616,0
2023-12-06,1310.1051756086424,0
2023-12-07,1127.7741063261633,0
2023-12-08,1345.270574610137,0
2023-12-09,1439.9393018021785,0
2023-12-10,1240.2672417658368,0
2023-12-11,1020.7964890594445,0
2023-12-12,1272.0484970397922,0
2023-12-13,1067.6809604770533,0
2023-12-14,1057.8106060734215,0
2023-12-15,1075.668052395929,0
2023-12-16,1433.1729954928621,0
2023-12-17,1679.8268516524583,0
2023-12-18,961.2515505869161,0
2023-12-19,1126.0662550390186,0
2023-12-20,1335.436787417838,0
2023-12-21,1112.9463905211862,0
2023-12-22,1294.1557649415868,0
2023-12-23,1218.4668023157424,0
2023-12-24,1443.716075337885,0
2023-12-25,1563.9504127620996,1
2023-12-26,1280.9723365943985,0
2023-12-27,1313.2190239675397,0
2023-12-28,1525.661548267851,0
2023-12-29,1326.405199024442,0
2023-12-30,1440.679920786488,0
2023-12-31,1836.7320245426442,1
2024-01-01,493.88571947613394,0
2024-01-02,1119.8370573427696,1
2024-01-03,508.06421973854276,0
2024-01-04,580.5731713785001,0
2024-01-05,855.9877167922737,0
2024-01-06,660.5246845712916,0
2024-01-07,985.7591776512954,0
2024-01-08,765.7287051301226,0
2024-01-09,553.9472977745799,0
2024-01-10,256.9868736195407,0
2024-01-11,487.81002850415643,0
2024-01-12,877.3606668975126,0
2024-01-13,833.3185953810344,0
2024-01-14,690.8991400347088,0
2024-01-15,519.2314139548702,0
2024-01-16,725.3004653918636,0
2024-01-17,685.5830312528615,0
2024-01-18,572.2035030668486,0
2024-01-19,657.593796335958,0
2024-01-20,808.5306943331057,0
2024-01-21,733.7116357142135,0
2024-01-22,869.258991166625,0
2024-01-23,583.5836790719759,0
2024-01-24,819.5831568028586,0
2024-01-25,870.3817841854233,0
2024-01-26,1292.6435978167738,1
2024-01-27,838.078690389582,0
2024-01-28,968.8411731221813,0
2024-01-29,660.2047282877875,0
2024-01-30,533.9223974990557,0
2024-01-31,1268.2415175869442,1
2024-02-01,504.1772221404354,0
2024-02-02,965.0942929508697,0
2024-02-03,873.2447564925311,0
2024-02-04,979.190617560267,0
2024-02-05,747.6720738424546,0
2024-02-06,672.5868064112102,0
2024-02-07,805.7502229243798,0
2024-02-08,652.9126270926287,0
2024-02-09,961.3216742625156,0
2024-02-10,785.2843485866407,0
2024-02-11,1012.7661888859113,0
2024-02-12,1041.3486750744373,0
2024-02-13,607.2301919276434,0
2024-02-14,662.4575519048252,0
2024-02-15,848.1120521817894,0
2024-02-16,1161.857688463815,1
2024-02-17,1500.4387134358929,1
2024-02-18,1115.5096919813077,0
2024-02-19,894.4980002202745,0
2024-02-20,972.961440247118,0
2024-02-21,875.2526901781366,0
2024-02-22,784.9196151110543,0
2024-02-23,1029.375818160237,0
2024-02-24,1370.9048491893557,0
2024-02-25,1073.5097423602247,0
2024-02-26,704.7552418019611,0
2024-02-27,1024.5722832367767,0
2024-02-28,848.0723765364116,0
2024-02-29,547.8904082602493,0
2024-03-01,1108.6053868956176,0
2024-03-02,1058.932282244396,0
2024-03-03,1133.4270345021325,0
2024-03-04,954.61378657171,0
2024-03-05,941.2336339203852,0
2024-03-06,1026.948666168476,0
2024-03-07,863.1084392128572,0
2024-03-08,1113.3240697789647,0
2024-03-09,1155.3773144251147,0
2024-03-10,1313.1043144605344,0
2024-03-11,1052.5815943362454,0
2024-03-12,827.9726858480047,0
2024-03-13,1139.2140994665137,0
2024-03-14,903.9648042539187,0
2024-03-15,1213.622750247193,0
2024-03-16,1305.5721262892732,0
2024-03-17,1991.5379627655827,1
2024-03-18,983.1114579951239,0
2024-03-19,972.3171381199363,0
2024-03-20,1029.88705911684,0
2024-03-21,1330.7146972666353,1
2024-03-22,1738.7822613017647,1
2024-03-23,1064.6012756238133,0
2024-03-24,1157.0686078489746,0
2024-03-25,913.0154812580997,0
2024-03-26,1223.7868177750101,0
2024-03-27,1345.8752238470297,0
2024-03-28,1081.6441260646852,0
2024-03-29,1180.0002697872108,0
2024-03-30,1373.8250821395682,0
2024-03-31,1545.5724293285261,0
2024-04-01,990.1388298188615,0
2024-04-02,1172.923952611884,0
2024-04-03,1291.3487508697444,0
2024-04-04,1228.1054435374517,0
2024-04-05,1289.2205055034538,0
2024-04-06,1568.7498870373145,0
2024-04-07,1020.8836459126301,0
2024-04-08,1285.7891626065818,0
2024-04-09,1491.2623481424334,1
2024-04-10,924.8755143420801,0
2024-04-11,1283.770207085016,0
2024-04-12,1520.7141442718864,0
2024-04-13,1451.5779184882354,0
2024-04-14,2034.6117557971934,1
2024-04-15,1478.9519757184694,0
2024-04-16,1739.4496482139305,1
2024-04-17,1497.8147877668493,0
2024-04-18,1370.412659707099,0
2024-04-19,1377.6252658992296,0
2024-04-20,1747.8930997265406,1
2024-04-21,1493.6568697267278,0
2024-04-22,1161.115079317891,0
2024-04-23,1897.6389665914858,1
2024-04-24,1275.0978306515965,0
2024-04-25,1326.800830399193,0
2024-04-26,1497.8134811903751,0
2024-04-27,1578.3311150019185,0
2024-04-28,1832.67635544096,0
2024-04-29,1241.5755160959031,0
2024-04-30,1370.642942699579,0
2024-05-01,1236.483259442204,0
2024-05-02,1156.1740708500724,0
2024-05-03,1833.888031095016,1
2024-05-04,1611.027811263397,0
2024-05-05,1558.2673152351208,0
2024-05-06,1274.7944683372864,0
2024-05-07,1173.6191896348193,0
2024-05-08,1377.9229991843176,0
2024-05-09,1170.4142672867747,0
2024-05-10,1615.7743253070155,0
2024-05-11,1669.6843033684854,0
2024-05-12,1444.1455377829714,0
2024-05-13,1769.2076666132464,1
2024-05-14,1827.8650646902934,1
2024-05-15,1476.466797883843,0
2024-05-16,1634.7358174497947,0
2024-05-17,1257.3714918069297,0
2024-05-18,1710.7807484831237,0
2024-05-19,1674.285663975325,0
2024-05-20,1553.6835533594085,0
2024-05-21,1489.5361762933503,0
2024-05-22,1349.2316042165226,0
2024-05-23,1689.066300661736,1
2024-05-24,1451.2484693403737,0
2024-05-25,1886.206595910844,0
2024-05-26,1732.0479425749245,0
2024-05-27,2163.275060061687,1
2024-05-28,1477.5175513594854,0
2024-05-29,1384.0738764926004,0
2024-05-30,1266.8852642848342,0
2024-05-31,1326.967603532465,0
2024-06-01,1513.202215067238,0
2024-06-02,2038.5047384225097,1
2024-06-03,1583.5606670334103,0
2024-06-04,1273.117369757122,0
2024-06-05,1647.48131585202,0
2024-06-06,1808.7158108756664,1
2024-06-07,1640.7582884000951,0
2024-06-08,2013.1556823469573,0
2024-06-09,1908.3154240806666,0
2024-06-10,1485.8601797717195,0
2024-06-11,1394.6941642226482,0
2024-06-12,1207.7165735677772,0
2024-06-13,1424.6141648712178,0
2024-06-14,1602.6980626347176,0
2024-06-15,2018.4180752620869,1
2024-06-16,2160.925497456974,1
2024-06-17,1550.8277869396886,0
2024-06-18,1506.9790035207445,0
2024-06-19,1849.690497351687,1
2024-06-20,1568.464864256904,0
2024-06-21,1710.5096097103542,0
2024-06-22,1631.5920246175865,0
2024-06-23,2007.6067213080973,0
2024-06-24,2023.5081083292769,1
2024-06-25,1550.069567882006,0
2024-06-26,1653.9349031954494,0
2024-06-27,1583.028045286907,0
2024-06-28,1791.241531179923,0
2024-06-29,1841.4478847658058,0
2024-06-30,1706.505014595927,0
2024-07-01,1602.4710054391114,0
2024-07-02,1376.4452891548478,0
2024-07-03,1563.9312345181029,0
2024-07-04,1542.1906146129566,0
2024-07-05,1615.3706908347785,0
2024-07-06,1776.606500079079,0
2024-07-07,1512.7950418275323,0
2024-07-08,1461.8358958437243,0
2024-07-09,1557.0311925273354,0
2024-07-10,1565.9309973177824,0
2024-07-11,1386.5383012762982,0
2024-07-12,1829.1724650069423,0
2024-07-13,1657.9072231915823,0
2024-07-14,1931.6604321166972,0
2024-07-15,1598.6214752106262,0
2024-07-16,1435.8016198173932,0
2024-07-17,1797.119562943224,0
2024-07-18,1349.7593568259422,0
2024-07-19,1764.555653525229,0
2024-07-20,1924.5441989264111,0
2024-07-21,1671.535836538434,0
2024-07-22,1728.5694179508746,0
2024-07-23,1479.6632145776118,0
2024-07-24,1557.8457238815424,0
2024-07-25,1550.8634963940494,0
2024-07-26,1588.8456673077958,0
2024-07-27,1877.6943864870136,0
2024-07-28,1872.083250114318,0
2024-07-29,1683.027250712487,1
2024-07-30,1692.4064815479396,0
2024-07-31,1740.5016496362878,1
2024-08-01,1644.970734990687,0
2024-08-02,1755.6287921587323,0
2024-08-03,1569.4258009381049,0
2024-08-04,2137.9285750807735,1
2024-08-05,1309.8567904819008,0
2024-08-06,1439.671209247496,0
2024-08-07,1421.820403057552,0
2024-08-08,1581.0116227240353,0
2024-08-09,1756.5681972125665,0
2024-08-10,1915.2576974568271,0
2024-08-11,1617.3886359985856,0
2024-08-12,1416.0663442282898,0
2024-08-13,1190.5983720838467,0
2024-08-14,1317.8283971873013,0
2024-08-15,1578.9634499286894,0
2024-08-16,1772.0335989484952,0
2024-08-17,1489.9396884827852,0
2024-08-18,1581.555317533407,0
2024-08-19,1411.735861834471,0
2024-08-20,1452.9332566664173,0
2024-08-21,1284.6232750812985,0
2024-08-22,1464.7718340729969,0
2024-08-23,1425.1316116795606,0
2024-08-24,1639.0322953560797,0
2024-08-25,1718.0850207268036,0
2024-08-26,1381.9994511342275,0
2024-08-27,1310.4253025026005,0
2024-08-28,1354.2440217030323,0
2024-08-29,1352.1904811874929,0
2024-08-30,1404.6617384074932,0
2024-08-31,1566.0234069742653,0
2024-09-01,1839.2822032851038,0
2024-09-02,1428.2301872708722,0
2024-09-03,1294.3441493868286,0
2024-09-04,1437.7520328689845,0
2024-09-05,1277.6493446288432,0
2024-09-06,1598.1770618139146,0
2024-09-07,2015.8561719571924,1
2024-09-08,1545.0113126895903,0
2024-09-09,1372.6803440469487,0
2024-09-10,1064.2882559576751,0
2024-09-11,1125.2841506445618,0
2024-09-12,1109.5748518888197,0
2024-09-13,1404.4561641414355,0
2024-09-14,1787.2318416161493,0
2024-09-15,1856.380332875212,0
2024-09-16,1361.7165584179259,0
2024-09-17,1335.454047332522,0
2024-09-18,984.4841386325645,0
2024-09-19,1167.5561312844216,0
2024-09-20,1225.1050611229111,0
2024-09-21,1394.4639670605204,0
2024-09-22,1456.6931162659644,0
2024-09-23,1155.4318216520455,0
2024-09-24,923.6903285167523,0
2024-09-25,1327.1229355689522,0
2024-09-26,1048.3892751579967,0
2024-09-27,1339.5673508487225,0
2024-09-28,1759.1895952870893,0
2024-09-29,1304.5856769718116,0
2024-09-30,807.3877156706199,0
2024-10-01,1138.491000542065,0
2024-10-02,1341.021677157541,0
2024-10-03,1464.1432459407147,0
2024-10-04,1080.5013637409347,0
2024-10-05,1484.0126134057919,0
2024-10-06,1334.318303773596,0
2024-10-07,1132.864930480049,0
2024-10-08,1540.088109162743,0
2024-10-09,912.7095256724339,0
2024-10-10,1170.975456932279,0
2024-10-11,1297.870789683229,0
2024-10-12,1535.4318380783156,0
2024-10-13,1382.1550894943857,0
2024-10-14,1158.6074449377938,0
2024-10-15,1048.6452011465333,0
2024-10-16,1142.8063637833825,0
2024-10-17,1046.057355605843,0
2024-10-18,1285.9267006349314,0
2024-10-19,1282.4617242151448,0
2024-10-20,1389.7401026789867,0
2024-10-21,1074.11855868248,0
2024-10-22,1242.8113621995649,0
2024-10-23,1676.170149274995,1
2024-10-24,798.9362226072383,0
2024-10-25,1349.7741241901092,0
2024-10-26,1170.2905295806381,0
2024-10-27,1203.8212092173458,0
2024-10-28,958.3456800551423,0
2024-10-29,1249.7438286809972,0
2024-10-30,719.1863250195615,0
2024-10-31,1506.2367343635856,0
2024-11-01,1890.0991575691014,0
2024-11-02,1911.3733463645829,0
2024-11-03,1865.932455864686,0
2024-11-04,1663.3623457582637,0
2024-11-05,1695.1453426223056,0
2024-11-06,2368.2644673185023,1
2024-11-07,1693.4739388877138,0
2024-11-08,1720.2816570720704,0
2024-11-09,2391.8157018147285,1
2024-11-10,1827.8490654204875,0
2024-11-11,1568.2906124340518,0
2024-11-12,1764.6735360016817,0
2024-11-13,1680.8182877637632,0
2024-11-14,1148.0000253107942,0
2024-11-15,2126.646833317145,1
2024-11-16,1863.110806266591,0
2024-11-17,1828.6648186331845,0
2024-11-18,1520.8653808167026,0
2024-11-19,1745.534380514173,0
2024-11-20,1716.9240877290144,0
2024-11-21,1456.8454207746615,0
2024-11-22,1731.9221267747166,0
2024-11-23,1673.3091688889335,0
2024-11-24,3110.415423243974,0
2024-11-25,2971.7589658877478,0
2024-11-26,3193.6427319801764,0
2024-11-27,3205.8791843912213,0
2024-11-28,1638.6102744964214,0
2024-11-29,1769.2599106710313,0
2024-11-30,1886.882111062375,0
2024-12-01,1712.305362064379,0
2024-12-02,1622.5012549061723,0
2024-12-03,1677.0732093584932,0
2024-12-04,1669.5685862624105,0
2024-12-05,1734.2897270695719,0
2024-12-06,2069.773997519276,1
2024-12-07,1858.0717544730412,0
2024-12-08,1965.7519149554714,0
2024-12-09,1551.2425511271088,0
2024-12-10,1423.0477662229061,0
2024-12-11,1531.0943298110535,0
2024-12-12,1444.1618635720667,0
2024-12-13,1555.081134313564,0
2024-12-14,1785.258638691004,0
2024-12-15,1688.7701475038489,0
2024-12-16,1880.6130393506503,1
2024-12-17,1275.3392876819892,0
2024-12-18,2006.5990840080362,1
2024-12-19,1561.7845254098575,0
2024-12-20,1540.329304547815,0
2024-12-21,2332.3917574179904,1
2024-12-22,1956.4613521817578,0
2024-12-23,1326.3360311013917,0
2024-12-24,1454.8236847561961,0
2024-12-25,1455.7414847743244,0
2024-12-26,1432.1256510664973,0
2024-12-27,1799.6482282548209,0
2024-12-28,1798.3863022264852,0
2024-12-29,1790.1332471025714,0
2024-12-30,1281.6980572303432,0
